# i j l theta_ijl interval road_class
147 159 0 0.72 07:00-07:30 suburban
147 159 1 0.60 07:30-08:00 suburban
147 159 2 0.50 08:00-08:30 suburban
147 159 3 0.55 08:30-09:00 suburban
147 159 4 0.68 09:00-09:30 suburban
147 159 5 0.78 09:30-10:00 suburban
147 159 6 0.86 10:00-10:30 suburban
147 159 7 0.90 10:30-11:00 suburban
147 159 8 0.86 11:00-11:30 suburban
147 159 9 0.78 11:30-12:00 suburban
147 160 0 0.65 07:00-07:30 urban
147 160 1 0.50 07:30-08:00 urban
147 160 2 0.40 08:00-08:30 urban
147 160 3 0.45 08:30-09:00 urban
147 160 4 0.60 09:00-09:30 urban
147 160 5 0.70 09:30-10:00 urban
147 160 6 0.80 10:00-10:30 urban
147 160 7 0.85 10:30-11:00 urban
147 160 8 0.80 11:00-11:30 urban
147 160 9 0.70 11:30-12:00 urban
147 161 0 0.72 07:00-07:30 suburban
147 161 1 0.60 07:30-08:00 suburban
147 161 2 0.50 08:00-08:30 suburban
147 161 3 0.55 08:30-09:00 suburban
147 161 4 0.68 09:00-09:30 suburban
147 161 5 0.78 09:30-10:00 suburban
147 161 6 0.86 10:00-10:30 suburban
147 161 7 0.90 10:30-11:00 suburban
147 161 8 0.86 11:00-11:30 suburban
147 161 9 0.78 11:30-12:00 suburban
147 162 0 0.65 07:00-07:30 urban
147 162 1 0.50 07:30-08:00 urban
147 162 2 0.40 08:00-08:30 urban
147 162 3 0.45 08:30-09:00 urban
147 162 4 0.60 09:00-09:30 urban
147 162 5 0.70 09:30-10:00 urban
147 162 6 0.80 10:00-10:30 urban
147 162 7 0.85 10:30-11:00 urban
147 162 8 0.80 11:00-11:30 urban
147 162 9 0.70 11:30-12:00 urban
147 163 0 0.65 07:00-07:30 urban
147 163 1 0.50 07:30-08:00 urban
147 163 2 0.40 08:00-08:30 urban
147 163 3 0.45 08:30-09:00 urban
147 163 4 0.60 09:00-09:30 urban
147 163 5 0.70 09:30-10:00 urban
147 163 6 0.80 10:00-10:30 urban
147 163 7 0.85 10:30-11:00 urban
147 163 8 0.80 11:00-11:30 urban
147 163 9 0.70 11:30-12:00 urban
147 164 0 0.65 07:00-07:30 urban
147 164 1 0.50 07:30-08:00 urban
147 164 2 0.40 08:00-08:30 urban
147 164 3 0.45 08:30-09:00 urban
147 164 4 0.60 09:00-09:30 urban
147 164 5 0.70 09:30-10:00 urban
147 164 6 0.80 10:00-10:30 urban
147 164 7 0.85 10:30-11:00 urban
147 164 8 0.80 11:00-11:30 urban
147 164 9 0.70 11:30-12:00 urban
147 165 0 0.65 07:00-07:30 urban
147 165 1 0.50 07:30-08:00 urban
147 165 2 0.40 08:00-08:30 urban
147 165 3 0.45 08:30-09:00 urban
147 165 4 0.60 09:00-09:30 urban
147 165 5 0.70 09:30-10:00 urban
147 165 6 0.80 10:00-10:30 urban
147 165 7 0.85 10:30-11:00 urban
147 165 8 0.80 11:00-11:30 urban
147 165 9 0.70 11:30-12:00 urban
147 166 0 0.65 07:00-07:30 urban
147 166 1 0.50 07:30-08:00 urban
147 166 2 0.40 08:00-08:30 urban
147 166 3 0.45 08:30-09:00 urban
147 166 4 0.60 09:00-09:30 urban
147 166 5 0.70 09:30-10:00 urban
147 166 6 0.80 10:00-10:30 urban
147 166 7 0.85 10:30-11:00 urban
147 166 8 0.80 11:00-11:30 urban
147 166 9 0.70 11:30-12:00 urban
147 167 0 0.65 07:00-07:30 urban
147 167 1 0.50 07:30-08:00 urban
147 167 2 0.40 08:00-08:30 urban
147 167 3 0.45 08:30-09:00 urban
147 167 4 0.60 09:00-09:30 urban
147 167 5 0.70 09:30-10:00 urban
147 167 6 0.80 10:00-10:30 urban
147 167 7 0.85 10:30-11:00 urban
147 167 8 0.80 11:00-11:30 urban
147 167 9 0.70 11:30-12:00 urban
147 168 0 0.72 07:00-07:30 suburban
147 168 1 0.60 07:30-08:00 suburban
147 168 2 0.50 08:00-08:30 suburban
147 168 3 0.55 08:30-09:00 suburban
147 168 4 0.68 09:00-09:30 suburban
147 168 5 0.78 09:30-10:00 suburban
147 168 6 0.86 10:00-10:30 suburban
147 168 7 0.90 10:30-11:00 suburban
147 168 8 0.86 11:00-11:30 suburban
147 168 9 0.78 11:30-12:00 suburban
147 169 0 0.72 07:00-07:30 suburban
147 169 1 0.60 07:30-08:00 suburban
147 169 2 0.50 08:00-08:30 suburban
147 169 3 0.55 08:30-09:00 suburban
147 169 4 0.68 09:00-09:30 suburban
147 169 5 0.78 09:30-10:00 suburban
147 169 6 0.86 10:00-10:30 suburban
147 169 7 0.90 10:30-11:00 suburban
147 169 8 0.86 11:00-11:30 suburban
147 169 9 0.78 11:30-12:00 suburban
147 170 0 0.65 07:00-07:30 urban
147 170 1 0.50 07:30-08:00 urban
147 170 2 0.40 08:00-08:30 urban
147 170 3 0.45 08:30-09:00 urban
147 170 4 0.60 09:00-09:30 urban
147 170 5 0.70 09:30-10:00 urban
147 170 6 0.80 10:00-10:30 urban
147 170 7 0.85 10:30-11:00 urban
147 170 8 0.80 11:00-11:30 urban
147 170 9 0.70 11:30-12:00 urban
147 171 0 0.65 07:00-07:30 urban
147 171 1 0.50 07:30-08:00 urban
147 171 2 0.40 08:00-08:30 urban
147 171 3 0.45 08:30-09:00 urban
147 171 4 0.60 09:00-09:30 urban
147 171 5 0.70 09:30-10:00 urban
147 171 6 0.80 10:00-10:30 urban
147 171 7 0.85 10:30-11:00 urban
147 171 8 0.80 11:00-11:30 urban
147 171 9 0.70 11:30-12:00 urban
147 172 0 0.65 07:00-07:30 urban
147 172 1 0.50 07:30-08:00 urban
147 172 2 0.40 08:00-08:30 urban
147 172 3 0.45 08:30-09:00 urban
147 172 4 0.60 09:00-09:30 urban
147 172 5 0.70 09:30-10:00 urban
147 172 6 0.80 10:00-10:30 urban
147 172 7 0.85 10:30-11:00 urban
147 172 8 0.80 11:00-11:30 urban
147 172 9 0.70 11:30-12:00 urban
147 173 0 0.65 07:00-07:30 urban
147 173 1 0.50 07:30-08:00 urban
147 173 2 0.40 08:00-08:30 urban
147 173 3 0.45 08:30-09:00 urban
147 173 4 0.60 09:00-09:30 urban
147 173 5 0.70 09:30-10:00 urban
147 173 6 0.80 10:00-10:30 urban
147 173 7 0.85 10:30-11:00 urban
147 173 8 0.80 11:00-11:30 urban
147 173 9 0.70 11:30-12:00 urban
147 174 0 0.65 07:00-07:30 urban
147 174 1 0.50 07:30-08:00 urban
147 174 2 0.40 08:00-08:30 urban
147 174 3 0.45 08:30-09:00 urban
147 174 4 0.60 09:00-09:30 urban
147 174 5 0.70 09:30-10:00 urban
147 174 6 0.80 10:00-10:30 urban
147 174 7 0.85 10:30-11:00 urban
147 174 8 0.80 11:00-11:30 urban
147 174 9 0.70 11:30-12:00 urban
147 175 0 0.65 07:00-07:30 urban
147 175 1 0.50 07:30-08:00 urban
147 175 2 0.40 08:00-08:30 urban
147 175 3 0.45 08:30-09:00 urban
147 175 4 0.60 09:00-09:30 urban
147 175 5 0.70 09:30-10:00 urban
147 175 6 0.80 10:00-10:30 urban
147 175 7 0.85 10:30-11:00 urban
147 175 8 0.80 11:00-11:30 urban
147 175 9 0.70 11:30-12:00 urban
147 176 0 0.65 07:00-07:30 urban
147 176 1 0.50 07:30-08:00 urban
147 176 2 0.40 08:00-08:30 urban
147 176 3 0.45 08:30-09:00 urban
147 176 4 0.60 09:00-09:30 urban
147 176 5 0.70 09:30-10:00 urban
147 176 6 0.80 10:00-10:30 urban
147 176 7 0.85 10:30-11:00 urban
147 176 8 0.80 11:00-11:30 urban
147 176 9 0.70 11:30-12:00 urban
147 177 0 0.72 07:00-07:30 suburban
147 177 1 0.60 07:30-08:00 suburban
147 177 2 0.50 08:00-08:30 suburban
147 177 3 0.55 08:30-09:00 suburban
147 177 4 0.68 09:00-09:30 suburban
147 177 5 0.78 09:30-10:00 suburban
147 177 6 0.86 10:00-10:30 suburban
147 177 7 0.90 10:30-11:00 suburban
147 177 8 0.86 11:00-11:30 suburban
147 177 9 0.78 11:30-12:00 suburban
147 178 0 0.65 07:00-07:30 urban
147 178 1 0.50 07:30-08:00 urban
147 178 2 0.40 08:00-08:30 urban
147 178 3 0.45 08:30-09:00 urban
147 178 4 0.60 09:00-09:30 urban
147 178 5 0.70 09:30-10:00 urban
147 178 6 0.80 10:00-10:30 urban
147 178 7 0.85 10:30-11:00 urban
147 178 8 0.80 11:00-11:30 urban
147 178 9 0.70 11:30-12:00 urban
147 179 0 0.72 07:00-07:30 suburban
147 179 1 0.60 07:30-08:00 suburban
147 179 2 0.50 08:00-08:30 suburban
147 179 3 0.55 08:30-09:00 suburban
147 179 4 0.68 09:00-09:30 suburban
147 179 5 0.78 09:30-10:00 suburban
147 179 6 0.86 10:00-10:30 suburban
147 179 7 0.90 10:30-11:00 suburban
147 179 8 0.86 11:00-11:30 suburban
147 179 9 0.78 11:30-12:00 suburban
147 180 0 0.72 07:00-07:30 suburban
147 180 1 0.60 07:30-08:00 suburban
147 180 2 0.50 08:00-08:30 suburban
147 180 3 0.55 08:30-09:00 suburban
147 180 4 0.68 09:00-09:30 suburban
147 180 5 0.78 09:30-10:00 suburban
147 180 6 0.86 10:00-10:30 suburban
147 180 7 0.90 10:30-11:00 suburban
147 180 8 0.86 11:00-11:30 suburban
147 180 9 0.78 11:30-12:00 suburban
147 181 0 0.72 07:00-07:30 suburban
147 181 1 0.60 07:30-08:00 suburban
147 181 2 0.50 08:00-08:30 suburban
147 181 3 0.55 08:30-09:00 suburban
147 181 4 0.68 09:00-09:30 suburban
147 181 5 0.78 09:30-10:00 suburban
147 181 6 0.86 10:00-10:30 suburban
147 181 7 0.90 10:30-11:00 suburban
147 181 8 0.86 11:00-11:30 suburban
147 181 9 0.78 11:30-12:00 suburban
147 182 0 0.72 07:00-07:30 suburban
147 182 1 0.60 07:30-08:00 suburban
147 182 2 0.50 08:00-08:30 suburban
147 182 3 0.55 08:30-09:00 suburban
147 182 4 0.68 09:00-09:30 suburban
147 182 5 0.78 09:30-10:00 suburban
147 182 6 0.86 10:00-10:30 suburban
147 182 7 0.90 10:30-11:00 suburban
147 182 8 0.86 11:00-11:30 suburban
147 182 9 0.78 11:30-12:00 suburban
147 183 0 0.72 07:00-07:30 suburban
147 183 1 0.60 07:30-08:00 suburban
147 183 2 0.50 08:00-08:30 suburban
147 183 3 0.55 08:30-09:00 suburban
147 183 4 0.68 09:00-09:30 suburban
147 183 5 0.78 09:30-10:00 suburban
147 183 6 0.86 10:00-10:30 suburban
147 183 7 0.90 10:30-11:00 suburban
147 183 8 0.86 11:00-11:30 suburban
147 183 9 0.78 11:30-12:00 suburban
147 184 0 0.72 07:00-07:30 suburban
147 184 1 0.60 07:30-08:00 suburban
147 184 2 0.50 08:00-08:30 suburban
147 184 3 0.55 08:30-09:00 suburban
147 184 4 0.68 09:00-09:30 suburban
147 184 5 0.78 09:30-10:00 suburban
147 184 6 0.86 10:00-10:30 suburban
147 184 7 0.90 10:30-11:00 suburban
147 184 8 0.86 11:00-11:30 suburban
147 184 9 0.78 11:30-12:00 suburban
147 185 0 0.80 07:00-07:30 arterial
147 185 1 0.70 07:30-08:00 arterial
147 185 2 0.60 08:00-08:30 arterial
147 185 3 0.65 08:30-09:00 arterial
147 185 4 0.75 09:00-09:30 arterial
147 185 5 0.82 09:30-10:00 arterial
147 185 6 0.90 10:00-10:30 arterial
147 185 7 0.95 10:30-11:00 arterial
147 185 8 0.90 11:00-11:30 arterial
147 185 9 0.82 11:30-12:00 arterial
147 186 0 0.65 07:00-07:30 urban
147 186 1 0.50 07:30-08:00 urban
147 186 2 0.40 08:00-08:30 urban
147 186 3 0.45 08:30-09:00 urban
147 186 4 0.60 09:00-09:30 urban
147 186 5 0.70 09:30-10:00 urban
147 186 6 0.80 10:00-10:30 urban
147 186 7 0.85 10:30-11:00 urban
147 186 8 0.80 11:00-11:30 urban
147 186 9 0.70 11:30-12:00 urban
147 187 0 0.72 07:00-07:30 suburban
147 187 1 0.60 07:30-08:00 suburban
147 187 2 0.50 08:00-08:30 suburban
147 187 3 0.55 08:30-09:00 suburban
147 187 4 0.68 09:00-09:30 suburban
147 187 5 0.78 09:30-10:00 suburban
147 187 6 0.86 10:00-10:30 suburban
147 187 7 0.90 10:30-11:00 suburban
147 187 8 0.86 11:00-11:30 suburban
147 187 9 0.78 11:30-12:00 suburban
147 188 0 0.72 07:00-07:30 suburban
147 188 1 0.60 07:30-08:00 suburban
147 188 2 0.50 08:00-08:30 suburban
147 188 3 0.55 08:30-09:00 suburban
147 188 4 0.68 09:00-09:30 suburban
147 188 5 0.78 09:30-10:00 suburban
147 188 6 0.86 10:00-10:30 suburban
147 188 7 0.90 10:30-11:00 suburban
147 188 8 0.86 11:00-11:30 suburban
147 188 9 0.78 11:30-12:00 suburban
147 189 0 0.72 07:00-07:30 suburban
147 189 1 0.60 07:30-08:00 suburban
147 189 2 0.50 08:00-08:30 suburban
147 189 3 0.55 08:30-09:00 suburban
147 189 4 0.68 09:00-09:30 suburban
147 189 5 0.78 09:30-10:00 suburban
147 189 6 0.86 10:00-10:30 suburban
147 189 7 0.90 10:30-11:00 suburban
147 189 8 0.86 11:00-11:30 suburban
147 189 9 0.78 11:30-12:00 suburban
147 190 0 0.65 07:00-07:30 urban
147 190 1 0.50 07:30-08:00 urban
147 190 2 0.40 08:00-08:30 urban
147 190 3 0.45 08:30-09:00 urban
147 190 4 0.60 09:00-09:30 urban
147 190 5 0.70 09:30-10:00 urban
147 190 6 0.80 10:00-10:30 urban
147 190 7 0.85 10:30-11:00 urban
147 190 8 0.80 11:00-11:30 urban
147 190 9 0.70 11:30-12:00 urban
147 191 0 0.65 07:00-07:30 urban
147 191 1 0.50 07:30-08:00 urban
147 191 2 0.40 08:00-08:30 urban
147 191 3 0.45 08:30-09:00 urban
147 191 4 0.60 09:00-09:30 urban
147 191 5 0.70 09:30-10:00 urban
147 191 6 0.80 10:00-10:30 urban
147 191 7 0.85 10:30-11:00 urban
147 191 8 0.80 11:00-11:30 urban
147 191 9 0.70 11:30-12:00 urban
147 192 0 0.72 07:00-07:30 suburban
147 192 1 0.60 07:30-08:00 suburban
147 192 2 0.50 08:00-08:30 suburban
147 192 3 0.55 08:30-09:00 suburban
147 192 4 0.68 09:00-09:30 suburban
147 192 5 0.78 09:30-10:00 suburban
147 192 6 0.86 10:00-10:30 suburban
147 192 7 0.90 10:30-11:00 suburban
147 192 8 0.86 11:00-11:30 suburban
147 192 9 0.78 11:30-12:00 suburban
147 193 0 0.65 07:00-07:30 urban
147 193 1 0.50 07:30-08:00 urban
147 193 2 0.40 08:00-08:30 urban
147 193 3 0.45 08:30-09:00 urban
147 193 4 0.60 09:00-09:30 urban
147 193 5 0.70 09:30-10:00 urban
147 193 6 0.80 10:00-10:30 urban
147 193 7 0.85 10:30-11:00 urban
147 193 8 0.80 11:00-11:30 urban
147 193 9 0.70 11:30-12:00 urban
147 194 0 0.65 07:00-07:30 urban
147 194 1 0.50 07:30-08:00 urban
147 194 2 0.40 08:00-08:30 urban
147 194 3 0.45 08:30-09:00 urban
147 194 4 0.60 09:00-09:30 urban
147 194 5 0.70 09:30-10:00 urban
147 194 6 0.80 10:00-10:30 urban
147 194 7 0.85 10:30-11:00 urban
147 194 8 0.80 11:00-11:30 urban
147 194 9 0.70 11:30-12:00 urban
147 195 0 0.65 07:00-07:30 urban
147 195 1 0.50 07:30-08:00 urban
147 195 2 0.40 08:00-08:30 urban
147 195 3 0.45 08:30-09:00 urban
147 195 4 0.60 09:00-09:30 urban
147 195 5 0.70 09:30-10:00 urban
147 195 6 0.80 10:00-10:30 urban
147 195 7 0.85 10:30-11:00 urban
147 195 8 0.80 11:00-11:30 urban
147 195 9 0.70 11:30-12:00 urban
147 196 0 0.72 07:00-07:30 suburban
147 196 1 0.60 07:30-08:00 suburban
147 196 2 0.50 08:00-08:30 suburban
147 196 3 0.55 08:30-09:00 suburban
147 196 4 0.68 09:00-09:30 suburban
147 196 5 0.78 09:30-10:00 suburban
147 196 6 0.86 10:00-10:30 suburban
147 196 7 0.90 10:30-11:00 suburban
147 196 8 0.86 11:00-11:30 suburban
147 196 9 0.78 11:30-12:00 suburban
147 197 0 0.65 07:00-07:30 urban
147 197 1 0.50 07:30-08:00 urban
147 197 2 0.40 08:00-08:30 urban
147 197 3 0.45 08:30-09:00 urban
147 197 4 0.60 09:00-09:30 urban
147 197 5 0.70 09:30-10:00 urban
147 197 6 0.80 10:00-10:30 urban
147 197 7 0.85 10:30-11:00 urban
147 197 8 0.80 11:00-11:30 urban
147 197 9 0.70 11:30-12:00 urban
147 198 0 0.65 07:00-07:30 urban
147 198 1 0.50 07:30-08:00 urban
147 198 2 0.40 08:00-08:30 urban
147 198 3 0.45 08:30-09:00 urban
147 198 4 0.60 09:00-09:30 urban
147 198 5 0.70 09:30-10:00 urban
147 198 6 0.80 10:00-10:30 urban
147 198 7 0.85 10:30-11:00 urban
147 198 8 0.80 11:00-11:30 urban
147 198 9 0.70 11:30-12:00 urban
147 199 0 0.72 07:00-07:30 suburban
147 199 1 0.60 07:30-08:00 suburban
147 199 2 0.50 08:00-08:30 suburban
147 199 3 0.55 08:30-09:00 suburban
147 199 4 0.68 09:00-09:30 suburban
147 199 5 0.78 09:30-10:00 suburban
147 199 6 0.86 10:00-10:30 suburban
147 199 7 0.90 10:30-11:00 suburban
147 199 8 0.86 11:00-11:30 suburban
147 199 9 0.78 11:30-12:00 suburban
147 200 0 0.65 07:00-07:30 urban
147 200 1 0.50 07:30-08:00 urban
147 200 2 0.40 08:00-08:30 urban
147 200 3 0.45 08:30-09:00 urban
147 200 4 0.60 09:00-09:30 urban
147 200 5 0.70 09:30-10:00 urban
147 200 6 0.80 10:00-10:30 urban
147 200 7 0.85 10:30-11:00 urban
147 200 8 0.80 11:00-11:30 urban
147 200 9 0.70 11:30-12:00 urban
148 0 0 0.72 07:00-07:30 suburban
148 0 1 0.60 07:30-08:00 suburban
148 0 2 0.50 08:00-08:30 suburban
148 0 3 0.55 08:30-09:00 suburban
148 0 4 0.68 09:00-09:30 suburban
148 0 5 0.78 09:30-10:00 suburban
148 0 6 0.86 10:00-10:30 suburban
148 0 7 0.90 10:30-11:00 suburban
148 0 8 0.86 11:00-11:30 suburban
148 0 9 0.78 11:30-12:00 suburban
148 1 0 0.72 07:00-07:30 suburban
148 1 1 0.60 07:30-08:00 suburban
148 1 2 0.50 08:00-08:30 suburban
148 1 3 0.55 08:30-09:00 suburban
148 1 4 0.68 09:00-09:30 suburban
148 1 5 0.78 09:30-10:00 suburban
148 1 6 0.86 10:00-10:30 suburban
148 1 7 0.90 10:30-11:00 suburban
148 1 8 0.86 11:00-11:30 suburban
148 1 9 0.78 11:30-12:00 suburban
148 2 0 0.72 07:00-07:30 suburban
148 2 1 0.60 07:30-08:00 suburban
148 2 2 0.50 08:00-08:30 suburban
148 2 3 0.55 08:30-09:00 suburban
148 2 4 0.68 09:00-09:30 suburban
148 2 5 0.78 09:30-10:00 suburban
148 2 6 0.86 10:00-10:30 suburban
148 2 7 0.90 10:30-11:00 suburban
148 2 8 0.86 11:00-11:30 suburban
148 2 9 0.78 11:30-12:00 suburban
148 3 0 0.72 07:00-07:30 suburban
148 3 1 0.60 07:30-08:00 suburban
148 3 2 0.50 08:00-08:30 suburban
148 3 3 0.55 08:30-09:00 suburban
148 3 4 0.68 09:00-09:30 suburban
148 3 5 0.78 09:30-10:00 suburban
148 3 6 0.86 10:00-10:30 suburban
148 3 7 0.90 10:30-11:00 suburban
148 3 8 0.86 11:00-11:30 suburban
148 3 9 0.78 11:30-12:00 suburban
148 4 0 0.80 07:00-07:30 arterial
148 4 1 0.70 07:30-08:00 arterial
148 4 2 0.60 08:00-08:30 arterial
148 4 3 0.65 08:30-09:00 arterial
148 4 4 0.75 09:00-09:30 arterial
148 4 5 0.82 09:30-10:00 arterial
148 4 6 0.90 10:00-10:30 arterial
148 4 7 0.95 10:30-11:00 arterial
148 4 8 0.90 11:00-11:30 arterial
148 4 9 0.82 11:30-12:00 arterial
148 5 0 0.65 07:00-07:30 urban
148 5 1 0.50 07:30-08:00 urban
148 5 2 0.40 08:00-08:30 urban
148 5 3 0.45 08:30-09:00 urban
148 5 4 0.60 09:00-09:30 urban
148 5 5 0.70 09:30-10:00 urban
148 5 6 0.80 10:00-10:30 urban
148 5 7 0.85 10:30-11:00 urban
148 5 8 0.80 11:00-11:30 urban
148 5 9 0.70 11:30-12:00 urban
148 6 0 0.80 07:00-07:30 arterial
148 6 1 0.70 07:30-08:00 arterial
148 6 2 0.60 08:00-08:30 arterial
148 6 3 0.65 08:30-09:00 arterial
148 6 4 0.75 09:00-09:30 arterial
148 6 5 0.82 09:30-10:00 arterial
148 6 6 0.90 10:00-10:30 arterial
148 6 7 0.95 10:30-11:00 arterial
148 6 8 0.90 11:00-11:30 arterial
148 6 9 0.82 11:30-12:00 arterial
148 7 0 0.80 07:00-07:30 arterial
148 7 1 0.70 07:30-08:00 arterial
148 7 2 0.60 08:00-08:30 arterial
148 7 3 0.65 08:30-09:00 arterial
148 7 4 0.75 09:00-09:30 arterial
148 7 5 0.82 09:30-10:00 arterial
148 7 6 0.90 10:00-10:30 arterial
148 7 7 0.95 10:30-11:00 arterial
148 7 8 0.90 11:00-11:30 arterial
148 7 9 0.82 11:30-12:00 arterial
148 8 0 0.72 07:00-07:30 suburban
148 8 1 0.60 07:30-08:00 suburban
148 8 2 0.50 08:00-08:30 suburban
148 8 3 0.55 08:30-09:00 suburban
148 8 4 0.68 09:00-09:30 suburban
148 8 5 0.78 09:30-10:00 suburban
148 8 6 0.86 10:00-10:30 suburban
148 8 7 0.90 10:30-11:00 suburban
148 8 8 0.86 11:00-11:30 suburban
148 8 9 0.78 11:30-12:00 suburban
148 9 0 0.65 07:00-07:30 urban
148 9 1 0.50 07:30-08:00 urban
148 9 2 0.40 08:00-08:30 urban
148 9 3 0.45 08:30-09:00 urban
148 9 4 0.60 09:00-09:30 urban
148 9 5 0.70 09:30-10:00 urban
148 9 6 0.80 10:00-10:30 urban
148 9 7 0.85 10:30-11:00 urban
148 9 8 0.80 11:00-11:30 urban
148 9 9 0.70 11:30-12:00 urban
148 10 0 0.65 07:00-07:30 urban
148 10 1 0.50 07:30-08:00 urban
148 10 2 0.40 08:00-08:30 urban
148 10 3 0.45 08:30-09:00 urban
148 10 4 0.60 09:00-09:30 urban
148 10 5 0.70 09:30-10:00 urban
148 10 6 0.80 10:00-10:30 urban
148 10 7 0.85 10:30-11:00 urban
148 10 8 0.80 11:00-11:30 urban
148 10 9 0.70 11:30-12:00 urban
148 11 0 0.80 07:00-07:30 arterial
148 11 1 0.70 07:30-08:00 arterial
148 11 2 0.60 08:00-08:30 arterial
148 11 3 0.65 08:30-09:00 arterial
148 11 4 0.75 09:00-09:30 arterial
148 11 5 0.82 09:30-10:00 arterial
148 11 6 0.90 10:00-10:30 arterial
148 11 7 0.95 10:30-11:00 arterial
148 11 8 0.90 11:00-11:30 arterial
148 11 9 0.82 11:30-12:00 arterial
148 12 0 0.80 07:00-07:30 arterial
148 12 1 0.70 07:30-08:00 arterial
148 12 2 0.60 08:00-08:30 arterial
148 12 3 0.65 08:30-09:00 arterial
148 12 4 0.75 09:00-09:30 arterial
148 12 5 0.82 09:30-10:00 arterial
148 12 6 0.90 10:00-10:30 arterial
148 12 7 0.95 10:30-11:00 arterial
148 12 8 0.90 11:00-11:30 arterial
148 12 9 0.82 11:30-12:00 arterial
148 13 0 0.80 07:00-07:30 arterial
148 13 1 0.70 07:30-08:00 arterial
148 13 2 0.60 08:00-08:30 arterial
148 13 3 0.65 08:30-09:00 arterial
148 13 4 0.75 09:00-09:30 arterial
148 13 5 0.82 09:30-10:00 arterial
148 13 6 0.90 10:00-10:30 arterial
148 13 7 0.95 10:30-11:00 arterial
148 13 8 0.90 11:00-11:30 arterial
148 13 9 0.82 11:30-12:00 arterial
148 14 0 0.80 07:00-07:30 arterial
148 14 1 0.70 07:30-08:00 arterial
148 14 2 0.60 08:00-08:30 arterial
148 14 3 0.65 08:30-09:00 arterial
148 14 4 0.75 09:00-09:30 arterial
148 14 5 0.82 09:30-10:00 arterial
148 14 6 0.90 10:00-10:30 arterial
148 14 7 0.95 10:30-11:00 arterial
148 14 8 0.90 11:00-11:30 arterial
148 14 9 0.82 11:30-12:00 arterial
148 15 0 0.72 07:00-07:30 suburban
148 15 1 0.60 07:30-08:00 suburban
148 15 2 0.50 08:00-08:30 suburban
148 15 3 0.55 08:30-09:00 suburban
148 15 4 0.68 09:00-09:30 suburban
148 15 5 0.78 09:30-10:00 suburban
148 15 6 0.86 10:00-10:30 suburban
148 15 7 0.90 10:30-11:00 suburban
148 15 8 0.86 11:00-11:30 suburban
148 15 9 0.78 11:30-12:00 suburban
148 16 0 0.80 07:00-07:30 arterial
148 16 1 0.70 07:30-08:00 arterial
148 16 2 0.60 08:00-08:30 arterial
148 16 3 0.65 08:30-09:00 arterial
148 16 4 0.75 09:00-09:30 arterial
148 16 5 0.82 09:30-10:00 arterial
148 16 6 0.90 10:00-10:30 arterial
148 16 7 0.95 10:30-11:00 arterial
148 16 8 0.90 11:00-11:30 arterial
148 16 9 0.82 11:30-12:00 arterial
148 17 0 0.72 07:00-07:30 suburban
148 17 1 0.60 07:30-08:00 suburban
148 17 2 0.50 08:00-08:30 suburban
148 17 3 0.55 08:30-09:00 suburban
148 17 4 0.68 09:00-09:30 suburban
148 17 5 0.78 09:30-10:00 suburban
148 17 6 0.86 10:00-10:30 suburban
148 17 7 0.90 10:30-11:00 suburban
148 17 8 0.86 11:00-11:30 suburban
148 17 9 0.78 11:30-12:00 suburban
148 18 0 0.72 07:00-07:30 suburban
148 18 1 0.60 07:30-08:00 suburban
148 18 2 0.50 08:00-08:30 suburban
148 18 3 0.55 08:30-09:00 suburban
148 18 4 0.68 09:00-09:30 suburban
148 18 5 0.78 09:30-10:00 suburban
148 18 6 0.86 10:00-10:30 suburban
148 18 7 0.90 10:30-11:00 suburban
148 18 8 0.86 11:00-11:30 suburban
148 18 9 0.78 11:30-12:00 suburban
148 19 0 0.72 07:00-07:30 suburban
148 19 1 0.60 07:30-08:00 suburban
148 19 2 0.50 08:00-08:30 suburban
148 19 3 0.55 08:30-09:00 suburban
148 19 4 0.68 09:00-09:30 suburban
148 19 5 0.78 09:30-10:00 suburban
148 19 6 0.86 10:00-10:30 suburban
148 19 7 0.90 10:30-11:00 suburban
148 19 8 0.86 11:00-11:30 suburban
148 19 9 0.78 11:30-12:00 suburban
148 20 0 0.80 07:00-07:30 arterial
148 20 1 0.70 07:30-08:00 arterial
148 20 2 0.60 08:00-08:30 arterial
148 20 3 0.65 08:30-09:00 arterial
148 20 4 0.75 09:00-09:30 arterial
148 20 5 0.82 09:30-10:00 arterial
148 20 6 0.90 10:00-10:30 arterial
148 20 7 0.95 10:30-11:00 arterial
148 20 8 0.90 11:00-11:30 arterial
148 20 9 0.82 11:30-12:00 arterial
148 21 0 0.65 07:00-07:30 urban
148 21 1 0.50 07:30-08:00 urban
148 21 2 0.40 08:00-08:30 urban
148 21 3 0.45 08:30-09:00 urban
148 21 4 0.60 09:00-09:30 urban
148 21 5 0.70 09:30-10:00 urban
148 21 6 0.80 10:00-10:30 urban
148 21 7 0.85 10:30-11:00 urban
148 21 8 0.80 11:00-11:30 urban
148 21 9 0.70 11:30-12:00 urban
148 22 0 0.65 07:00-07:30 urban
148 22 1 0.50 07:30-08:00 urban
148 22 2 0.40 08:00-08:30 urban
148 22 3 0.45 08:30-09:00 urban
148 22 4 0.60 09:00-09:30 urban
148 22 5 0.70 09:30-10:00 urban
148 22 6 0.80 10:00-10:30 urban
148 22 7 0.85 10:30-11:00 urban
